Year,CBSA,CO1-hr2ndMax,CO8-hr2ndMax,NO298th%ile,NO2AnnualMean,O3 1-hr2nd Max,O3 8-hr4th Max,SO299th %ile,SO2 24-hr2nd Max,SO2AnnualMean,PM2.598th %ile,PM2.5Wtd.Mean,PM10 24-hr2nd Max,PM10Annual Mean,Lead Max3-Mo. Avg
2005,Syracuse NY,2.8,1.9,0,0,0.1,0.079,22,12,2,35,11.5,0,0,0
2005,Tahlequah OK,1.1,0.3,42,9,0.09,0.075,14,9,1,29,12.3,60,22,0
2005,Talladega-Sylacauga AL,0,0,0,0,0.08,0.064,0,0,0,34,14.2,0,0,0
2005,Tallahassee FL,0,0,0,0,0.09,0.071,0,0,0,31,13.1,0,0,0
2005,Tampa-St. Petersburg-Clearwater FL,4,3,37,8,0.11,0.083,135,33,4,26,11.1,78,29,0
2005,Terre Haute IN,0,0,0,0,0.1,0.076,138,32,8,43,15.4,55,25,0
2005,Texarkana TX-AR,0,0,0,0,0,0,0,0,0,31,13.1,0,0,0
2005,Toledo OH,0,0,0,0,0.12,0.087,70,23,5,45,15.8,68,21,0
2005,Topeka KS,0,0,0,0,0,0,0,0,0,31,11.3,0,0,0
2005,Torrington CT,0,0,0,0,0.12,0.094,0,0,0,25,8.8,0,0,0
2005,Traverse City MI,0,0,0,0,0.1,0.086,0,0,0,0,0,0,0,0
2005,Trenton NJ,0,0,55,16,0.11,0.089,0,0,0,34,13,59,26,0
2005,Troy AL,0,0,0,0,0,0,0,0,0,0,0,49,23,0
2005,Truckee-Grass Valley CA,0,0,0,0,0.12,0.093,0,0,0,17,6.9,31,13,0
2005,Tucson AZ,3.6,2.4,47,15,0.09,0.079,15,3,1,12,6.3,77,39,0
2005,Tulsa OK,3.2,1.4,47,11,0.11,0.083,71,29,7,34,12.3,59,26,0
2005,Tupelo MS,0,0,0,0,0.09,0.076,0,0,0,0,0,0,0,0
2005,Tuscaloosa AL,0,0,0,0,0.09,0.074,0,0,0,31,13.9,0,0,0
2005,Tyler TX,0,0,26,5,0.1,0.083,0,0,0,0,0,0,0,0
2005,Ukiah CA,2.1,1.5,31,8,0.07,0.057,0,0,0,15,6.2,44,18,0
2005,Urban Honolulu HI,2.7,1.6,24,5,0.06,0.042,35,7,1,11,5,99,17,0
2005,Utica-Rome NY,0,0,0,0,0.09,0.069,10,6,1,0,0,0,0,0
2005,Vallejo-Fairfield CA,3.9,3,43,11,0.09,0.071,10,4,0,36,9.7,49,16,0
2005,Vicksburg MS,0,0,0,0,0,0,0,0,0,39,13,0,0,0
2005,Victoria TX,0,0,0,0,0.09,0.071,0,0,0,0,0,0,0,0
2005,Vincennes IN,0,0,0,0,0,0,0,0,0,42,15.7,0,0,0
2005,Vineland-Bridgeton NJ,0,0,0,0,0.11,0.085,23,13,4,0,0,0,0,0
2005,Vineyard Haven MA,0,0,0,0,0.1,0.087,0,0,0,0,0,0,0,0
2005,Virginia Beach-Norfolk-Newport News VA-NC,3.6,1.8,0,0,0.09,0.078,57,14,3,30,13.5,37,19,0
2005,Visalia-Porterville CA,3.8,2.2,60,16,0.12,0.107,0,0,0,65,18.8,100,44,0
2005,Walla Walla WA,0,0,0,0,0,0,0,0,0,0,0,164,23,0
2005,Walterboro SC,0,0,0,0,0.08,0.072,0,0,0,0,0,0,0,0
2005,Warner Robins GA,0,0,0,0,0,0,0,0,0,28,13.9,0,0,0
2005,Warren PA,0,0,0,0,0,0,254,75,15,0,0,0,0,0
2005,Washington IN,0,0,0,0,0,0,91,26,7,0,0,0,0,0
2005,Washington-Arlington-Alexandria DC-VA-MD-WV,3.8,3.2,71,24,0.11,0.092,78,20,6,38,15.7,72,36,0
2005,Waterloo-Cedar Falls IA,0,0,0,0,0.08,0.07,0,0,0,35,12.2,54,26,0
2005,Watertown SD,0,0,0,0,0,0,0,0,0,26,10.7,66,19,0
2005,Watertown-Fort Atkinson WI,0,0,0,0,0.09,0.082,0,0,0,0,0,0,0,0
2005,Watertown-Fort Drum NY,0,0,0,0,0.09,0.083,0,0,0,0,0,0,0,0
2005,Wausau WI,0,0,0,0,0.09,0.075,0,0,0,0,0,0,0,0
2005,Weirton-Steubenville WV-OH,9.2,4.4,0,0,0.1,0.083,224,77,14,45,18.1,98,33,0
2005,Wheeling WV-OH,0,0,0,0,0.1,0.089,190,36,12,32,16.2,0,0,0
2005,Whitewater-Elkhorn WI,0,0,0,0,0.1,0.083,0,0,0,0,0,0,0,0
2005,Wichita KS,9.7,4.9,45,11,0.09,0.078,18,2,0,34,11.3,54,25,0
2005,Williamsport PA,0,0,0,0,0.1,0.082,47,18,4,0,0,39,20,0
2005,Williston ND,0,0,0,0,0,0,0,38,4,0,0,0,0,0
2005,Wilmington NC,0,0,0,0,0.09,0.075,55,22,3,25,10.3,0,0,0
2005,Wilmington OH,0,0,0,0,0.11,0.083,0,0,0,0,0,0,0,0
2005,Winchester VA-WV,0,0,0,0,0.09,0.075,0,0,0,0,0,37,20,0
2005,Winston-Salem NC,3.1,2.5,0,10,0.1,0.084,0,0,0,32,15.4,58,23,0
2005,Worcester MA-CT,3.3,2.3,50,15,0.11,0.085,26,15,5,36,12.2,53,25,0
2005,Yakima WA,4.4,3,0,0,0,0,0,0,0,0,0,59,25,0
2005,York-Hanover PA,2.5,1.4,63,18,0.1,0.089,112,30,6,39,18.1,67,24,0
2005,Youngstown-Warren-Boardman OH-PA,0,0,0,0,0.11,0.087,71,22,5,45,16.9,65,25,0
2005,Yuba City CA,4.2,2.8,51,12,0.09,0.077,0,0,0,42,9.5,52,25,0
2005,Yuma AZ,0,0,0,10,0.09,0.078,0,0,0,0,0,85,35,0
2010,Aberdeen SD,0,0,0,0,0,0,0,0,0,27,8.7,46,20,0
2010,Adrian MI,0,0,0,0,0.07,0.066,0,0,0,22,8.9,0,0,0
2010,Akron OH,2.2,1.7,0,0,0.08,0.076,38,23,2,32,13.2,0,0,0
2010,Albany GA,0,0,0,0,0,0,0,0,0,0,0,50,21,0
2010,Albany-Schenectady-Troy NY,2.3,1.4,0,0,0.09,0.073,16,7,2,28,8.5,0,0,0
2010,Albuquerque NM,3.4,2.6,53,12,0.08,0.069,0,0,0,15,5.3,109,43,0
2010,Alexandria LA,0,0,0,0,0,0,0,0,0,20,9.2,0,0,0
2010,Allentown-Bethlehem-Easton PA-NJ,1.3,1.1,41,11,0.1,0.082,57,18,2,33,13.7,64,20,0
2010,Altoona PA,0,0,0,0,0.1,0.072,36,19,5,0,0,52,16,0
2010,Americus GA,0,0,0,0,0.08,0.069,0,0,0,0,0,0,0,0
2010,Ames IA,0,0,0,0,0.07,0.061,0,0,0,0,0,0,0,0
2010,Anchorage AK,8.1,6.1,0,0,0.05,0.045,0,0,0,23,6.2,89,19,0
2010,Ann Arbor MI,0,0,0,0,0.08,0.066,0,0,0,23,9.4,0,0,0
2010,Appleton WI,0,0,0,0,0.07,0.062,0,0,0,37,9.7,0,0,0
2010,Ardmore OK,0,0,0,0,0.08,0.07,0,0,0,0,0,0,0,0
2010,Arecibo PR,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25
2010,Asheville NC,0,0,0,0,0.08,0.074,0,0,0,24,10.6,0,0,0
2010,Ashtabula OH,0,0,0,0,0.09,0.083,20,8,2,0,0,0,0,0
2010,Athens OH,0,0,26,4,0.08,0.07,71,17,5,0,0,0,0,0
2010,Athens TN,0,0,37,9,0,0,73,14,3,0,0,51,25,0
2010,Athens-Clarke County GA,0,0,0,0,0.09,0.073,0,0,0,23,11.3,0,0,0
2010,Atlanta-Sandy Springs-Roswell GA,2.3,1.9,58,14,0.11,0.08,33,10,2,25,14.5,51,19,0.02
2010,Atlantic City-Hammonton NJ,0,0,0,0,0.09,0.08,10,6,1,21,9.2,0,0,0
2010,Augusta-Richmond County GA-SC,0,0,0,0,0.09,0.072,0,0,0,27,13.3,42,19,0
2010,Augusta-Waterville ME,0,0,0,0,0.08,0.059,0,0,0,0,0,43,13,0
2010,Austin-Round Rock TX,1,0.5,21,3,0.09,0.074,0,0,0,18,10,34,17,0
2010,Bakersfield CA,1.6,0.8,63,14,0.14,0.1,0,0,0,53,14.2,88,34,0
2010,Baltimore-Columbia-Towson MD,2.7,1.9,61,18,0.12,0.096,20,7,2,32,12.7,45,16,0
2010,Bangor ME,0,0,0,0,0.08,0.059,0,0,0,0,0,43,15,0
2010,Baraboo WI,0,0,0,0,0.07,0.06,0,0,0,25,8.3,0,0,0
2010,Barnstable Town MA,0,0,0,0,0.1,0.078,0,0,0,0,0,0,0,0
2010,Baton Rouge LA,2.5,2,56,13,0.11,0.08,87,20,5,22,11.2,74,28,0
2010,Bay City MI,0,0,0,0,0,0,0,0,0,31,8.2,0,0,0
2010,Beaumont-Port Arthur TX,1,0.5,39,8,0.1,0.081,81,18,2,0,0,0,0,0
2010,Beaver Dam WI,0.5,0.4,0,0,0.07,0.064,0,0,0,30,9.5,28,14,0
2010,Beckley WV,0,0,0,0,0,0,0,0,0,21,10.3,0,0,0
2010,Bellefontaine OH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01
2010,Bellingham WA,0,0,0,0,0.06,0.048,0,0,0,0,0,0,0,0
2010,Bend-Redmond OR,0,0,0,0,0.07,0.059,0,0,0,15,4.5,0,0,0
2010,Bennington VT,0,0,0,0,0.08,0.068,0,0,0,22,6.9,0,0,0
2010,Berlin NH-VT,0,0,0,0,0.09,0.073,0,0,0,0,0,0,0,0
2010,Billings MT,6.3,1.9,0,0,0,0,91,31,4,0,0,0,0,0
2010,Birmingham-Hoover AL,6.5,2.2,0,0,0.1,0.077,33,7,2,30,14.4,128,31,0
2010,Bishop CA,0,0,0,0,0,0,0,0,0,29,7.5,2519,56,0
2010,Bismarck ND,0,0,38,6,0.07,0.061,59,10,1,19,7.8,44,14,0
2010,Bloomington IL,0,0,0,0,0.08,0.066,0,0,0,25,10.6,0,0,0
2010,Bloomington IN,0,0,0,0,0.08,0.074,0,0,0,0,0,0,0,0
2010,Boise City ID,7.5,2.3,45,10,0.09,0.069,0,0,0,15,5.9,66,18,0
2010,Boone NC,0,0,0,0,0,0,0,0,0,16,8.8,0,0,0
2010,Boston-Cambridge-Newton MA-NH,2.5,1.8,53,19,0.09,0.073,45,11,3,25,10,41,16,0
2010,Boulder CO,4.4,1.9,0,0,0.09,0.072,0,0,0,23,7.1,36,18,0
2010,Bowling Green KY,0.4,0.3,0,0,0.08,0.075,15,6,1,23,11.5,0,0,0
2010,Bozeman MT,6.6,1.6,0,2,0,0,0,0,0,35,9.2,0,0,0
2010,Brainerd MN,0,0,0,0,0.07,0.06,0,0,0,0,0,0,0,0
2010,Branson MO,0,0,0,0,0.08,0.067,0,0,0,0,0,0,0,0
2010,Bridgeport-Stamford-Norwalk CT,3,1.7,50,10,0.11,0.084,18,10,2,26,9.1,40,16,0
2010,Brookings SD,0,0,0,0,0.07,0.064,0,0,0,26,8.6,81,28,0
2010,Brownsville-Harlingen TX,1.4,0.8,0,0,0.08,0.068,0,0,0,0,0,0,0,0
2010,Brunswick GA,0,0,0,0,0.08,0.066,7,2,1,0,0,37,20,0
2010,Buffalo-Cheektowaga-Niagara Falls NY,1.6,1.3,59,13,0.08,0.072,31,8,2,30,10.2,0,0,0
2010,Burlington NC,0,0,0,0,0,0,0,0,0,20,11.1,0,0,0
2010,Burlington-South Burlington VT,1.6,1,38,9,0.07,0.063,0,0,0,25,7.2,30,13,0
2010,Butte-Silver Bow MT,0,0,0,0,0,0,0,0,0,0,0,82,30,0
2010,Cadillac MI,0,0,0,0,0.07,0.065,0,0,0,18,5.9,0,0,0
2010,CaВ¤on City CO,0,0,0,0,0,0,0,0,0,0,0,29,15,0
2010,Canton-Massillon OH,1.8,1.5,0,0,0.1,0.08,0,0,0,42,15,0,0,0.02
2010,Cape Coral-Fort Myers FL,0,0,0,0,0.07,0.065,0,0,0,19,7,67,16,0
2010,Carlsbad-Artesia NM,0,0,0,2,0.08,0.069,0,0,0,0,0,0,0,0
2010,Carson City NV,0,0,0,0,0.07,0.064,0,0,0,0,0,0,0,0
2010,Casper WY,0,0,0,0,0,0,0,0,0,12,4.6,0,0,0
2010,Cedar Rapids IA,1.4,0.9,0,0,0.07,0.065,29,9,1,36,11.1,68,20,0
2010,Chambersburg-Waynesboro PA,0,0,0,0,0.08,0.068,0,0,0,0,0,0,0,0
2010,Champaign-Urbana IL,0,0,0,0,0,0,0,0,0,21,10.5,0,0,0
2010,Charleston WV,0,0,0,0,0.09,0.07,51,21,4,25,13,49,19,0
2010,Charleston-North Charleston SC,0.5,0.3,0,8,0.09,0.068,21,10,1,23,9.9,49,17,0
2010,Charlotte-Concord-Gastonia NC-SC,2.3,1.7,50,12,0.11,0.082,20,6,1,25,12.1,48,23,0
2010,Charlottesville VA,0,0,0,0,0.09,0.071,0,0,0,20,9.4,0,0,0
2010,Chattanooga TN-GA,0,0,0,0,0.09,0.077,0,0,0,28,13.3,38,18,0
2010,Cheyenne WY,0,0,0,0,0,0,0,0,0,9,4.2,40,14,0
2010,Chicago-Naperville-Elgin IL-IN-WI,5.6,2.4,71,25,0.1,0.081,90,24,4,36,18.6,69,32,0.24
2010,Chico CA,2.3,1.6,32,7,0.08,0.076,0,0,0,29,8,32,16,0
2010,Cincinnati OH-KY-IN,1.3,0.9,54,15,0.1,0.08,99,17,4,35,15,59,25,0.01
2010,Claremont-Lebanon NH-VT,0,0,0,0,0.07,0.061,0,0,0,20,6.6,0,0,0
2010,Clarksburg WV,0,0,0,0,0,0,0,0,0,22,12,0,0,0
2010,Clarksville TN-KY,0,0,0,0,0.09,0.074,51,12,4,22,11.2,34,20,0
2010,Clearlake CA,0,0,0,0,0.07,0.056,0,0,0,6,3.1,0,0,0
2010,Cleveland MS,0,0,0,0,0.08,0.073,0,0,0,22,10.6,0,0,0
2010,Cleveland TN,0,0,0,0,0,0,102,28,7,0,0,32,19,0
2010,Cleveland-Elyria OH,8.8,3.5,58,16,0.1,0.081,139,49,8,33,14,72,31,0.53
2010,Clinton IA,0,0,0,0,0.07,0.064,0,0,0,35,12.7,0,0,0
2010,Coeur d'Alene ID,0,0,0,0,0.06,0.056,0,0,0,0,0,0,0,0
2010,Coffeyville KS,0,0,0,0,0,0,28,22,4,0,0,0,0,0
2010,Colorado Springs CO,3.8,2.1,0,0,0.09,0.072,0,0,0,12,6.2,38,20,0
2010,Columbia MO,0,0,0,0,0.08,0.069,0,0,0,0,0,0,0,0
2010,Columbia SC,1.1,0.8,0,5,0.09,0.072,85,12,2,27,12,76,25,0
2010,Columbus GA-AL,0,0,0,0,0.08,0.069,13,3,1,29,14.9,38,19,0.07
2010,Columbus OH,2.7,1.7,0,0,0.09,0.077,0,0,0,34,13.1,126,32,0.01
2010,Concord NH,0,0,0,0,0.08,0.068,220,109,10,23,8.6,0,0,0
2010,Corning NY,0.3,0.3,14,1,0.07,0.068,14,6,1,0,0,0,0,0
2010,Corpus Christi TX,0,0,0,0,0.08,0.074,43,10,1,0,0,0,0,0
2010,Corsicana TX,0,0,31,4,0.08,0.068,35,7,1,0,0,0,0,0
2010,Crescent City CA,0,0,0,0,0,0,0,0,0,0,0,35,15,0
2010,Crestview-Fort Walton Beach-Destin FL,0,0,0,0,0.09,0.069,0,0,0,0,0,0,0,0
2010,Cullowhee NC,0,0,0,0,0.09,0.069,0,0,0,19,10.2,0,0,0
2010,Dallas-Fort Worth-Arlington TX,2.2,1.5,57,13,0.11,0.085,17,5,1,23,10.8,62,28,0.37
2010,Dalton GA,0,0,0,0,0.1,0.073,0,0,0,0,0,0,0,0
2010,Daphne-Fairhope-Foley AL,0,0,0,0,0.09,0.074,0,0,0,20,10.2,0,0,0
2010,Davenport-Moline-Rock Island IA-IL,0.9,0.6,38,8,0.07,0.065,0,0,0,35,12.9,129,43,0
2010,Dayton OH,2.5,1.6,0,0,0.09,0.077,0,0,0,30,14,45,23,0
2010,Decatur AL,0,0,0,0,0.08,0.07,0,0,0,21,11.2,0,0,0
2010,Decatur IL,0,0,0,0,0.08,0.069,49,15,2,22,12.2,0,0,0
2010,Deltona-Daytona Beach-Ormond Beach FL,0,0,0,0,0.07,0.066,0,0,0,17,7.5,45,15,0
2010,Deming NM,0,0,28,5,0.07,0.058,0,0,0,0,0,519,24,0
2010,Denver-Aurora-Lakewood CO,4,2.4,71,28,0.1,0.079,37,9,2,23,8.6,68,28,0.01
2010,Des Moines-West Des Moines IA,1.6,1.1,47,9,0.07,0.064,3,1,0,33,10.3,53,21,0
2010,Detroit-Warren-Dearborn MI,2.2,1.2,54,12,0.1,0.078,107,49,3,32,12.3,73,21,0.01
2010,Dickinson ND,0,0,0,0,0.07,0.061,6,2,0,12,4.7,0,0,0
2010,Dodge City KS,0,0,0,0,0,0,0,0,0,0,0,48,17,0
2010,Dothan AL,0,0,0,0,0.08,0.067,0,0,0,0,0,0,0,0
2010,Dover DE,0,0,0,0,0.11,0.077,0,0,0,25,9.7,0,0,0
2010,DuBois PA,0,0,0,0,0.09,0.077,0,0,0,0,0,0,0,0
2010,Duluth MN-WI,2.6,1.9,14,2,0.08,0.067,9,2,0,24,6.4,47,25,0
2010,Durango CO,1.2,0.7,39,6,0.08,0.073,0,0,0,8,4.1,226,25,0
2010,Durham-Chapel Hill NC,0,0,0,0,0.09,0.074,0,0,0,21,10.2,0,0,0
2010,East Stroudsburg PA,0,0,0,0,0.09,0.078,0,0,0,0,0,0,0,0
2010,Effingham IL,0,0,0,0,0.08,0.072,0,0,0,0,0,0,0,0
2010,El Centro CA,6.1,4.4,56,14,0.15,0.078,7,3,0,32,12.8,89,37,0.02
2010,El Dorado AR,0,0,0,0,0,0,26,4,2,23,11.6,0,0,0
2010,Elizabethtown-Fort Knox KY,0,0,0,0,0.08,0.071,0,0,0,21,11.9,0,0,0
2010,Elkhart-Goshen IN,0,0,0,0,0.07,0.065,0,0,0,32,11.9,0,0,0
2010,Elmira NY,0,0,0,0,0.08,0.067,11,6,2,0,0,0,0,0
2010,El Paso TX,6.2,2.9,63,17,0.1,0.073,10,3,1,27,8.4,63,32,0.04
2010,Erie PA,1.7,1.1,0,8,0.09,0.075,28,14,6,0,0,0,0,0
2010,Eugene OR,1.9,1.3,0,0,0.08,0.06,0,0,0,33,8.9,39,13,0
2010,Eureka-Arcata-Fortuna CA,1.1,0.8,19,3,0.05,0.045,3,3,1,18,5.6,61,18,0
2010,Evanston WY,0,0,15,1,0.07,0.065,0,0,0,0,0,0,0,0
2010,Evansville IN-KY,5.5,4.3,41,11,0.09,0.074,74,21,4,30,13.5,37,20,0.01
2010,Fairbanks AK,6.4,4.1,0,0,0,0,0,0,0,81,13.5,0,0,0
2010,Fallon NV,0,0,0,0,0.07,0.062,0,0,0,0,0,0,0,0
2010,Fargo ND-MN,0.9,0.5,44,5,0.07,0.063,6,3,0,27,8.5,96,13,0
2010,Farmington MO,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05
2010,Farmington NM,0,0,40,12,0.08,0.069,14,23,2,0,0,0,0,0
2010,Fayetteville NC,0,0,0,0,0.09,0.073,0,0,0,25,11.4,37,16,0
2010,Fayetteville-Springdale-Rogers AR-MO,0,0,0,0,0.08,0.067,0,0,0,23,11.1,0,0,0
2010,Fernley NV,0,0,0,0,0.07,0.063,0,0,0,0,0,0,0,0
2010,Findlay OH,0,0,0,0,0,0,0,0,0,0,0,42,19,0
2010,Flagstaff AZ,0,0,0,0,0.08,0.069,0,0,0,10,5.1,25,14,0
2010,Flint MI,0,0,0,0,0.08,0.07,0,0,0,25,8.9,0,0,0
2010,Florence SC,0,0,0,0,0.08,0.071,0,0,0,25,10.9,0,0,0
2010,Florence-Muscle Shoals AL,0,0,0,0,0.08,0.068,0,0,0,22,11.1,0,0,0
2010,Fond du Lac WI,0,0,0,0,0.07,0.062,0,0,0,0,0,0,0,0
2010,Fort Collins CO,2.9,1.7,0,0,0.09,0.077,0,0,0,22,6.5,36,18,0
2010,Fort Madison-Keokuk IA-IL-MO,0,0,0,0,0,0,0,0,0,30,11.9,0,0,0
2010,Fort Wayne IN,2.6,2.2,0,0,0.08,0.068,0,0,0,36,15.8,0,0,0
2010,Frankfort KY,0,0,0,0,0,0,0,0,0,23,11.4,0,0,0
2010,Fresno CA,2.9,2,54,13,0.13,0.103,7,3,1,49,14.6,61,28,0
2010,Gadsden AL,0,0,0,0,0.08,0.065,0,0,0,29,14.1,0,0,0
2010,Gaffney SC,0,0,0,0,0.08,0.072,0,0,0,0,0,0,0,0
2010,Gainesville FL,0,0,0,0,0.08,0.069,0,0,0,19,8.8,0,0,0
2010,Gainesville GA,0,0,0,0,0,0,0,0,0,23,11.4,0,0,0
2010,Gardnerville Ranchos NV,5.7,3.1,0,0,0,0,0,0,0,0,0,0,0,0
2010,Georgetown SC,0,0,0,0,0,0,0,0,0,0,0,110,28,0
2010,Gettysburg PA,0.7,0.5,0,0,0.11,0.074,0,0,0,31,11.7,0,0,0
2010,Gillette WY,0,0,34,7,0.07,0.063,52,19,2,0,0,135,32,0
2010,Glenwood Springs CO,0,0,0,0,0.07,0.065,0,0,0,0,0,55,26,0
2010,Goldsboro NC,0,0,0,0,0,0,0,0,0,21,10.6,0,0,0
2010,Grand Island NE,0,0,0,0,0,0,0,0,0,21,7.3,0,0,0
2010,Grand Junction CO,1.7,1.1,0,0,0.08,0.068,0,0,0,37,9,75,23,0
2010,Grand Rapids-Wyoming MI,1.8,1.3,0,0,0.08,0.072,18,5,1,24,10,37,14,0.01
2010,Grants Pass OR,0,0,0,0,0,0,0,0,0,20,6.4,0,0,0
2010,Great Falls MT,3.5,1.9,0,0,0,0,0,0,0,0,0,0,0,0
2010,Greeley CO,3.9,2.3,0,0,0.09,0.073,0,0,0,20,7.6,43,20,0
2010,Green Bay WI,0,0,0,0,0.09,0.078,69,16,2,42,12.3,0,0,0
2010,Greensboro-High Point NC,0,0,0,0,0.1,0.076,0,0,0,21,10.5,29,16,0
2010,Greenville NC,0,0,0,0,0.08,0.069,0,0,0,22,9.2,0,0,0
2010,Greenville-Anderson-Mauldin SC,1.7,1.1,0,11,0.09,0.072,15,3,1,24,12.6,42,17,0
2010,Greenwood SC,0,0,0,0,0.08,0.067,0,0,0,0,0,0,0,0
2010,Grenada MS,0,0,0,0,0,0,0,0,0,19,9.8,0,0,0
2010,Guayama PR,0,0,0,0,0,0,52,5,1,0,0,120,26,0
2010,Gulfport-Biloxi-Pascagoula MS,0,0,35,6,0.09,0.073,38,7,1,20,10.2,0,0,0
2010,Hagerstown-Martinsburg MD-WV,0,0,0,0,0.09,0.078,0,0,0,36,12.3,0,0,0
2010,Hammond LA,0,0,0,0,0,0,0,0,0,17,9,0,0,0
2010,Hanford-Corcoran CA,0,0,0,0,0,0,0,0,0,51,19.5,120,34,0
2010,Harrisburg-Carlisle PA,1.3,1.1,40,11,0.1,0.077,18,9,3,33,12,44,17,0
2010,Harrison AR,0,0,0,0,0.07,0.07,0,0,0,0,0,0,0,0
2010,Harrisonburg VA,0,0,44,10,0.08,0.068,8,4,1,25,11.2,0,0,0
2010,Hartford-West Hartford-East Hartford CT,3.1,2.1,44,10,0.11,0.081,10,6,1,24,8.5,0,0,0
2010,Hattiesburg MS,0,0,0,0,0,0,0,0,0,23,12,0,0,0
2010,Helena MT,0,0,0,0,0,0,0,0,0,54,10.6,0,0,0
2010,Helena-West Helena AR,0,0,0,0,0,0,0,0,0,21,11.5,0,0,0
2010,Hermiston-Pendleton OR,0,0,0,0,0.07,0.063,0,0,0,18,6.9,0,0,0
2010,Hickory-Lenoir-Morganton NC,0,0,0,0,0.09,0.071,0,0,0,27,12.4,33,17,0
2010,Hilo HI,0,0,0,0,0,0,995,990,73,35,18.2,0,0,0
2010,Hobbs NM,0,0,41,6,0.06,0.053,0,0,0,0,0,0,0,0
2010,Holland MI,0,0,0,0,0.08,0.073,0,0,0,25,8.5,0,0,0
2010,Homosassa Springs FL,0,0,0,0,0,0,0,0,0,16,7.6,0,0,0
2010,Hot Springs AR,0,0,0,0,0,0,0,0,0,21,11,0,0,0
2010,Houma-Thibodaux LA,0,0,0,0,0.09,0.074,0,0,0,17,8.8,0,0,0
2010,Houston-The Woodlands-Sugar Land TX,3,1.7,60,15,0.13,0.088,46,14,2,24,12.3,82,35,0.01
2010,Huntington IN,0,0,0,0,0.07,0.062,0,0,0,0,0,0,0,0
2010,Huntington-Ashland WV-KY-OH,0,0,37,8,0.09,0.074,44,17,3,28,13.2,90,30,0
2010,Huntsville AL,0,0,0,0,0.08,0.071,0,0,0,20,11.6,37,18,0
2010,Idaho Falls ID,0,0,0,0,0.07,0.062,0,0,0,0,0,0,0,0
2010,Indiana PA,0,0,0,0,0.09,0.082,95,22,5,0,0,0,0,0.05
2010,Indianapolis-Carmel-Anderson IN,4.3,2.8,54,13,0.08,0.072,105,29,3,37,15.1,83,32,0.08
2010,Ionia MI,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28
2010,Iowa City IA,0,0,0,0,0,0,0,0,0,33,11.5,53,23,0
2010,Iron Mountain MI-WI,0,0,0,0,0.07,0.06,0,0,0,0,0,0,0,0
2010,Jackson MS,1,0.7,0,0,0.08,0.067,0,0,0,22,11.4,0,0,0
2010,Jackson TN,0,0,0,0,0,0,0,0,0,0,0,27,16,0
2010,Jackson WY-ID,1.9,0.6,0,0,0.07,0.066,0,0,0,9,4.3,45,13,0
2010,Jacksonville FL,2.2,1.9,44,9,0.09,0.068,216,58,4,20,9.4,62,22,0
2010,Jamestown-Dunkirk-Fredonia NY,0,0,0,0,0.09,0.08,30,8,2,24,7.5,0,0,0
2010,Janesville-Beloit WI,0,0,0,0,0.07,0.066,0,0,0,0,0,0,0,0
2010,Jasper IN,0,0,0,0,0,0,0,0,8,27,13.6,36,21,0
2010,Jefferson City MO,0,0,0,0,0.08,0.068,0,0,0,0,0,0,0,0
2010,Johnstown PA,1.7,1.1,43,10,0.09,0.072,56,19,4,32,13.6,63,19,0
2010,Joplin MO,0,0,0,0,0.09,0.072,0,0,0,0,0,0,0,0.02
2010,Juneau AK,0,0,0,0,0,0,0,0,0,27,8.8,27,9,0
2010,Kahului-Wailuku-Lahaina HI,0,0,0,0,0,0,0,0,0,14,4.8,0,0,0
2010,Kalamazoo-Portage MI,0,0,0,0,0.08,0.067,0,0,0,22,9.3,0,0,0
2010,Kalispell MT,2.1,1.4,0,0,0.06,0.055,0,0,0,29,9,94,21,0
2010,Kansas City MO-KS,2.1,1.6,54,15,0.1,0.076,49,13,5,31,11,65,30,0
2010,Keene NH,0,0,0,0,0.08,0.064,0,0,0,24,8.3,0,0,0
2010,Killeen-Temple TX,0,0,0,0,0.09,0.072,0,0,0,0,0,0,0,0
2010,Kingsport-Bristol-Bristol TN-VA,1.4,1,49,10,0.09,0.072,232,35,7,21,10.8,0,0,0.08
2010,Kingston NY,0,0,0,0,0.08,0.07,6,3,1,0,0,0,0,0
2010,Kinston NC,0,0,0,0,0.08,0.069,0,0,0,20,9.5,0,0,0
2010,Klamath Falls OR,0,0,0,0,0,0,0,0,0,35,9.8,43,17,0
2010,Knoxville TN,0.8,0.4,0,0,0.09,0.081,0,0,0,25,12.4,89,29,0.03
2010,Kokomo IN,0,0,0,0,0,0,0,0,0,30,12.5,0,0,0
2010,Laconia NH,0,0,0,0,0.08,0.064,0,0,0,18,5.4,0,0,0
2010,La Crosse-Onalaska WI-MN,0,0,0,0,0.07,0.062,0,0,0,29,9.7,0,0,0
2010,Lafayette LA,0,0,0,0,0.09,0.074,0,0,0,23,9.7,72,24,0
2010,Lafayette-West Lafayette IN,0,0,0,0,0.08,0.072,0,0,0,29,13.5,0,0,0
2010,La Grande OR,0,0,0,0,0,0,0,0,0,13,5.9,0,0,0
2010,Lake Charles LA,0,0,37,7,0.1,0.078,34,14,3,22,9.6,0,0,0
